ID,Gender,Type,WFH,Designation,Resource,Fatigue,Burn,Days
fffe31003000350034003100,Female,Service,No,4,7,NA,0.54,17
fffe33003000300034003200,Male,Service,No,2,6,6.7,0.59,16
fffe3700310031003300,Male,Product,Yes,1,3,5.3,0.47,144
fffe31003700360031003900,Male,Service,No,3,6,9.4,0.85,217
fffe3700330035003400,Female,Product,Yes,1,4,4.5,0.33,196
fffe31003600350033003500,Male,Service,Yes,3,6,8.3,0.63,199
fffe32003900390036003600,Female,Service,No,3,5,5.7,0.46,212
fffe3600350037003200,Male,Product,Yes,2,5,4.2,0.34,335
fffe33003000350035003000,Male,Product,Yes,1,1,2.8,0.09,30
fffe33003200330032003000,Female,Service,Yes,2,6,7,0.58,126
fffe3100300037003200,Female,Service,Yes,2,3,3.8,0.28,30
fffe32003600380030003400,Male,Service,Yes,3,5,5.5,0.41,269
fffe31003300330033003300,Female,Service,Yes,2,4,6.1,0.38,38
fffe32003200340037003200,Female,Service,Yes,0,1,5.1,0.28,314
fffe32003600300039003900,Female,Product,No,1,2,2.5,0.08,2
fffe32003200350036003400,Male,Service,Yes,3,NA,NA,0.43,60
fffe3400370035003700,Female,Product,No,1,3,6.1,0.58,149
fffe3700390030003000,Female,Product,No,2,2,3.3,0.2,210
fffe33003000350035003700,Male,Service,Yes,1,3,5.4,0.44,223
fffe31003900310032003100,Female,Service,No,2,5,6.7,0.58,219
fffe33003200320036003600,Female,Service,No,3,5,6.9,0.54,8
fffe3200380030003700,Male,Product,No,2,6,6.6,0.61,283
fffe3200380038003800,Female,Service,Yes,0,1,3.3,0.21,32
fffe32003500300037003000,Female,Service,Yes,1,4,5.9,0.38,192
fffe3300370030003600,Male,Product,Yes,3,4,NA,0.43,3
fffe3500350035003800,Male,Product,No,2,NA,7.1,0.53,118
fffe31003600340039003700,Female,Product,Yes,4,7,8.6,0.69,113
fffe32003400330037003300,Female,Product,Yes,2,4,6.5,0.42,290
fffe33003100370039003900,Female,Service,Yes,1,3,6.8,0.47,114
fffe33003100340034003700,Male,Product,No,0,1,4.8,0.25,303
fffe31003200380030003800,Female,Service,No,3,5,5.5,0.49,32
fffe32003500330032003900,Female,Service,Yes,1,3,5.7,0.38,141
fffe32003100390033003000,Male,Service,No,3,6,6.7,0.59,199
fffe3300390032003200,Female,Service,No,2,4,3.3,0.18,326
fffe32003700340031003400,Male,Product,No,1,2,1.6,0.04,99
fffe3400340030003600,Female,Product,No,2,5,7.7,0.61,112
fffe32003300360039003900,Female,Product,No,0,2,3.2,0.23,258
fffe31003800300033003900,Female,Service,Yes,2,4,5.8,0.4,61
fffe31003100350038003900,Male,Product,No,4,7,NA,0.64,311
fffe3900360034003100,Female,Service,No,4,7,6.3,0.56,137
fffe31003600380038003700,Female,Service,No,2,5,5.7,0.44,150
fffe33003300320030003000,Female,Product,No,2,3,5.9,0.44,299
fffe31003100310031003200,Female,Product,No,3,4,5,0.36,272
fffe32003600310033003000,Male,Service,No,3,7,9.3,0.77,140
fffe33003000380033003900,Male,Service,Yes,3,6,8.4,0.66,241
fffe31003800360037003000,Male,Service,Yes,0,NA,NA,0.11,110
fffe32003800390036003900,Female,Service,No,2,5,6.5,0.5,118
fffe33003000350033003600,Male,Service,No,2,5,6.4,0.5,302
fffe31003100350037003600,Male,Product,Yes,2,4,NA,0.45,37
fffe32003600350037003600,Female,Product,No,1,3,5.6,0.36,97
fffe3400330032003900,Female,Service,No,2,3,3.7,0.16,291
fffe32003000360032003000,Female,Service,Yes,3,7,8,0.75,347
fffe33003200390031003000,Male,Product,No,3,6,8.6,0.68,48
fffe31003300380030003600,Male,Product,Yes,1,1,2.9,0.23,353
fffe31003100360036003100,Male,Product,Yes,1,4,5.6,0.36,253
fffe3300390032003500,Female,Product,Yes,3,4,5.3,0.37,57
fffe3200310035003900,Female,Service,Yes,3,6,5.7,0.42,37
fffe32003100340039003900,Male,Product,Yes,2,NA,5,0.34,27
fffe3800320039003500,Female,Service,No,2,4,6.5,0.43,36
fffe33003200320034003800,Female,Service,No,3,6,8.9,0.75,55
fffe31003000350036003300,Male,Product,Yes,4,NA,7.5,0.71,284
fffe32003200360033003900,Male,Service,No,4,7,8.6,0.71,272
fffe3900340031003400,Male,Product,Yes,3,5,6.2,0.49,179
fffe3900350036003300,Female,Product,No,1,3,4.3,0.34,232
fffe3800320036003800,Male,Service,No,2,NA,5.8,0.39,183
fffe32003800330032003300,Male,Service,No,1,3,5.1,0.38,16
fffe3200370037003300,Female,Product,No,2,4,5.6,0.43,44
fffe32003700360034003200,Male,Product,No,3,5,7.2,0.56,11
fffe32003700330033003800,Male,Product,No,2,5,6.2,0.59,231
fffe31003400300030003300,Female,Service,No,4,7,7.9,0.62,50
fffe32003100330031003500,Female,Service,No,3,6,NA,0.6,204
fffe3100350034003400,Female,Product,Yes,1,NA,4.6,0.26,249
fffe32003400320033003400,Male,Service,No,3,5,7.6,0.57,122
fffe32003000380033003900,Male,Service,No,4,8,8,0.59,41
fffe33003400320034003000,Male,Product,No,2,5,5.5,0.52,5
fffe31003000340033003300,Male,Product,Yes,2,5,5.2,0.36,95
fffe33003400390033003100,Female,Service,Yes,2,5,6.2,0.56,18
fffe31003400340037003900,Male,Service,No,2,NA,4.3,0.26,280
fffe31003800300031003900,Male,Service,No,2,4,6.1,0.42,64
fffe32003200330030003100,Male,Product,Yes,2,NA,NA,0.45,282
fffe3300340039003700,Female,Service,Yes,2,6,6.9,0.54,276
fffe3200370032003000,Female,Service,No,4,8,7.9,0.73,319
fffe32003700320031003000,Male,Service,Yes,1,2,6.8,0.45,102
fffe31003800370030003100,Female,Product,No,5,8,9.8,0.86,238
fffe3700300038003800,Male,Service,Yes,2,5,NA,0.54,340
fffe3300370035003000,Male,Product,Yes,0,1,2.3,0.15,18
fffe31003900360033003700,Male,Service,No,0,2,3.2,0.22,197
fffe32003300390031003400,Male,Product,Yes,2,6,6,0.57,211
fffe31003600330030003400,Female,Service,No,2,4,NA,0.45,261
fffe31003200380032003700,Female,Service,Yes,0,1,NA,0.24,82
fffe33003100370030003500,Male,Service,Yes,3,5,5.1,0.46,186
fffe31003600330038003500,Male,Service,No,2,5,7.7,0.58,210
fffe31003200360031003700,Male,Service,No,4,8,7.3,0.53,292
fffe31003600310031003100,Male,Service,Yes,2,5,4.9,0.33,115
fffe31003800390033003100,Male,Service,No,3,NA,7,0.61,29
fffe32003300380034003700,Male,Service,No,3,6,6.5,0.64,228
fffe3900340039003700,Male,Service,No,3,6,NA,0.58,130
fffe31003400370033003300,Female,Product,Yes,1,NA,6.1,0.4,116
fffe3300370030003300,Male,Service,No,3,5,7.3,0.64,39
fffe31003400310038003000,Male,Service,No,4,8,5.8,0.54,37
fffe32003100370034003300,Female,Service,Yes,3,4,5.6,0.49,154
fffe33003300380038003000,Male,Service,Yes,2,4,2.6,0.19,233
fffe31003000320039003600,Male,Service,No,3,7,8.4,0.78,155
fffe3800380037003400,Female,Product,Yes,0,1,NA,0.19,136
fffe31003900360032003700,Female,Service,Yes,4,NA,7.1,0.58,222
fffe3500350030003300,Male,Product,No,2,NA,7.9,0.62,59
fffe3700370037003800,Female,Product,No,2,4,5.8,0.46,355
fffe33003200300037003300,Male,Product,Yes,1,1,2.4,0.07,292
fffe32003600390039003400,Female,Product,Yes,1,2,5.9,0.35,227
fffe31003000310030003600,Male,Service,Yes,2,5,NA,0.33,121
fffe32003500330032003800,Female,Product,Yes,0,2,2.7,0.14,22
fffe32003000360034003200,Male,Product,Yes,2,4,5.1,0.45,173
fffe3700320039003700,Male,Product,No,2,5,6.9,0.62,144
fffe31003100350030003800,Male,Service,Yes,3,6,8.1,0.73,97
fffe3800380031003700,Male,Service,No,4,8,8.5,0.8,351
fffe32003600310035003900,Female,Service,Yes,3,6,5,0.4,255
fffe31003300390039003900,Male,Product,Yes,2,5,7.4,0.66,361
fffe32003300300035003700,Female,Service,Yes,3,5,6.8,0.46,341
fffe31003900330033003600,Male,Product,Yes,2,NA,7.2,0.51,34
fffe32003000380035003400,Male,Service,No,2,5,6.2,0.59,222
fffe390033003200,Male,Service,No,3,6,NA,0.61,51
fffe33003200300032003500,Male,Service,No,3,5,5.3,0.37,283
fffe3200390036003800,Male,Product,Yes,2,3,4.1,0.2,201
fffe31003400390038003700,Female,Service,Yes,2,4,6,0.49,86
fffe32003600350030003000,Female,Service,Yes,3,4,5.4,0.31,255
fffe32003900340033003200,Male,Service,Yes,3,4,6.5,0.48,102
fffe31003600370035003500,Female,Product,No,3,7,8.5,0.69,340
fffe32003400320032003400,Male,Service,Yes,2,3,4,0.27,10
fffe31003400390031003400,Female,Service,Yes,0,1,3.1,0.25,99
fffe31003000340036003400,Female,Service,No,4,8,8.8,0.71,138
fffe3200370036003300,Female,Product,No,1,3,4,0.3,172
fffe3200330039003200,Female,Service,No,2,5,5.8,0.35,14
fffe3500300038003600,Male,Product,Yes,2,5,6.6,0.47,11
fffe33003400360033003800,Female,Product,Yes,1,3,5,0.45,269
fffe33003300300030003200,Male,Product,No,3,5,6.6,0.54,190
fffe32003900360035003100,Male,Product,Yes,2,2,4.8,0.29,2
fffe32003700370032003400,Male,Service,Yes,2,4,5.1,0.44,307
fffe3700320033003500,Male,Product,No,5,10,8,0.73,340
fffe33003100330033003900,Female,Service,No,3,8,9.2,0.78,47
fffe33003400340034003100,Female,Product,Yes,2,4,6.6,0.49,17
fffe32003000390032003200,Male,Service,Yes,0,1,1.1,0.08,177
fffe32003200360039003500,Male,Service,No,3,6,8,0.67,132
fffe32003100390036003400,Female,Product,Yes,0,1,3.5,0.14,229
fffe31003700320039003700,Female,Product,Yes,0,1,2.9,0.17,28
fffe3500340038003200,Female,Service,No,4,7,7.1,0.55,102
fffe33003200310038003500,Female,Service,Yes,3,4,5.8,0.34,1
fffe32003000360032003200,Male,Product,Yes,3,6,5.6,0.38,56
fffe33003200300032003900,Female,Service,Yes,3,5,5.6,0.41,58
fffe3400340036003400,Male,Service,Yes,2,3,5.7,0.48,337
fffe33003200360030003600,Female,Product,No,2,5,6.5,0.51,87
fffe33003300300034003800,Male,Service,No,4,8,10,0.91,202
fffe32003000370034003200,Female,Service,Yes,2,NA,4.1,0.35,340
fffe3800310030003200,Female,Service,No,2,6,7.8,0.57,30
fffe31003000330038003000,Male,Service,Yes,3,6,6.7,0.57,58
fffe3800360038003000,Male,Service,Yes,1,4,4,0.33,184
fffe3400340035003500,Female,Service,Yes,2,5,4.9,0.3,246
fffe3200340037003300,Female,Product,No,3,5,6.4,0.44,307
fffe33003000350037003500,Male,Service,Yes,4,8,8.6,0.7,144
fffe31003800390034003800,Female,Service,No,2,5,7,0.58,200
fffe3700360039003800,Female,Service,Yes,2,NA,5.9,0.43,110
fffe31003900360032003100,Female,Product,Yes,3,5,6.4,0.49,304
fffe32003000360036003400,Female,Service,Yes,1,3,4.4,0.3,110
fffe32003000360039003200,Male,Service,Yes,4,7,9.8,0.83,65
fffe3800350030003800,Female,Service,No,3,4,6.2,0.49,333
fffe32003500370037003800,Male,Service,Yes,2,5,6.5,0.49,107
fffe31003600370030003500,Female,Product,No,3,6,7.7,0.61,291
fffe31003100300034003400,Male,Product,Yes,3,3,4.3,0.29,108
fffe32003500390038003400,Male,Service,Yes,2,5,7.5,0.63,358
fffe31003700330038003200,Male,Service,Yes,1,2,4.4,0.23,308
fffe32003200320038003700,Male,Product,No,3,NA,5.6,0.49,40
fffe31003900330030003900,Male,Service,Yes,3,7,7.2,0.54,272
fffe32003800370031003800,Female,Service,No,1,4,4.5,0.4,319
fffe3300330034003900,Male,Product,No,3,6,9.2,0.78,336
fffe3800340033003800,Male,Service,Yes,2,NA,6.4,0.48,287
fffe31003900330030003800,Female,Service,Yes,3,6,6.2,0.54,86
fffe33003100300034003800,Male,Product,Yes,1,3,3.3,0.27,121
fffe32003200360037003100,Male,Product,No,4,6,NA,0.67,179
fffe32003200360038003300,Male,Service,Yes,0,1,3.2,0.16,305
fffe33003000360032003100,Female,Service,Yes,0,1,2.8,0.17,47
fffe31003200390036003100,Male,Product,No,3,5,NA,0.45,102
fffe3900390033003600,Female,Service,Yes,1,3,4.5,0.3,177
fffe3400360037003800,Female,Service,Yes,2,4,5.6,0.41,218
fffe32003000360039003600,Female,Service,No,3,7,8.4,0.74,225
fffe31003400300030003100,Female,Product,Yes,3,5,6.5,0.5,332
fffe33003300350034003300,Male,Service,Yes,2,3,4.2,0.2,162
fffe31003800330034003900,Female,Service,No,3,6,5.6,0.41,149
fffe32003800370030003200,Female,Product,No,1,2,4.5,0.28,3
fffe32003400360035003600,Female,Service,No,3,8,7.7,0.73,95
fffe33003400320032003100,Female,Service,Yes,1,1,1.3,0.02,235
fffe31003200350035003500,Male,Product,Yes,2,2,NA,0.26,336
fffe3700360035003000,Male,Product,No,4,8,7.3,0.67,258
fffe3700330030003000,Female,Service,Yes,1,4,4.8,0.4,350
fffe31003900340033003800,Female,Service,No,2,3,3.2,0.22,337
fffe31003100360038003900,Female,Product,Yes,2,NA,NA,0.17,186
fffe3800350039003000,Female,Service,No,3,7,6.9,0.55,97
fffe3600340039003500,Female,Service,No,2,5,7.3,0.59,299
fffe31003000370039003700,Female,Product,No,0,2,4,0.24,340
fffe32003700380038003200,Male,Product,Yes,3,5,7.1,0.5,37
fffe31003300360037003500,Male,Product,Yes,3,NA,7.2,0.68,224
fffe3400300038003300,Female,Product,Yes,3,4,4.7,0.42,67
fffe32003400330033003000,Male,Service,No,1,2,4.3,0.29,75
fffe32003900330033003400,Male,Product,No,2,4,5.8,0.4,346
fffe31003500350030003100,Female,Service,No,2,5,5.3,0.46,69
fffe310038003300,Male,Service,Yes,3,6,7.1,0.52,8
fffe3100360037003300,Male,Service,No,2,6,6.8,0.65,107
fffe31003900370031003800,Female,Product,No,3,6,7.9,0.64,11
fffe33003400310031003700,Male,Service,No,2,5,6.7,0.55,185
fffe33003000340033003500,Female,Service,Yes,2,5,7.7,0.66,153
fffe32003800380037003700,Male,Service,No,4,8,6.9,0.58,215
fffe33003400320039003200,Male,Service,Yes,2,3,4,0.23,233
fffe33003100340030003500,Male,Service,Yes,3,5,5.3,0.43,255
fffe32003000340036003300,Female,Service,No,3,5,6,0.39,3
fffe31003300330037003100,Male,Service,Yes,2,4,5.3,0.31,254
fffe31003600310033003900,Female,Service,Yes,2,2,5,0.28,201
fffe31003800300032003500,Female,Product,No,2,5,6.8,0.56,151
fffe32003100320032003800,Male,Service,No,1,4,6.6,0.53,160
fffe3800310037003300,Female,Service,No,2,5,8.1,0.63,65
fffe31003200310035003000,Female,Product,Yes,2,4,5.7,0.49,59
fffe3900300039003400,Female,Service,No,2,5,8.2,0.66,190
fffe33003100380037003400,Male,Product,Yes,3,5,6.6,0.64,305
fffe3800370039003000,Female,Service,Yes,2,3,NA,0.32,64
fffe3900340035003200,Female,Service,No,3,5,6.3,0.39,247
fffe31003000330031003500,Male,Service,Yes,1,1,1,0.09,344
fffe3800300036003800,Male,Service,Yes,4,7,7.6,0.56,219
fffe33003300380032003800,Female,Service,Yes,3,6,5.3,0.41,94
fffe32003400320032003100,Female,Service,No,3,6,7.3,0.53,317
fffe32003900360037003300,Female,Service,Yes,3,4,5.8,0.37,329
fffe31003500340035003600,Male,Service,No,3,NA,6.5,0.64,226
fffe33003100360035003300,Female,Product,No,3,8,8.2,0.72,294
fffe3100340031003800,Female,Service,Yes,3,5,5.5,0.37,182
fffe32003500360034003600,Female,Product,Yes,2,2,3.5,0.27,95
fffe32003000310036003100,Male,Service,No,3,6,7.4,0.62,248
fffe3500320038003300,Female,Product,No,5,9,9.1,0.86,262
fffe3800310036003100,Male,Service,No,3,6,7.4,0.64,244
fffe31003900360037003500,Female,Service,Yes,4,7,7.4,0.7,120
fffe32003400300035003900,Male,Service,No,2,5,6.7,0.64,121
fffe3900310034003600,Female,Service,No,1,4,4.1,0.31,18
fffe32003400350037003900,Male,Product,Yes,3,4,4.9,0.42,116
fffe3800380033003800,Female,Service,Yes,2,4,6.4,0.43,109
fffe32003500380032003400,Male,Service,No,2,5,7.7,0.6,12
fffe3800360033003500,Female,Service,No,3,8,9.1,0.84,112
fffe31003100310033003000,Female,Product,Yes,1,2,6.7,0.5,13
fffe360031003700,Female,Service,Yes,3,5,5.1,0.44,183
fffe32003800370036003900,Female,Service,Yes,3,7,7,0.55,225
fffe31003600350039003100,Male,Service,Yes,3,5,6.5,0.45,300
fffe32003000360030003500,Male,Service,Yes,0,1,0,0,262
fffe32003900340037003500,Male,Product,Yes,3,6,4,0.35,94
fffe33003400340036003200,Female,Product,Yes,1,2,5.9,0.39,89
fffe3600360037003800,Female,Service,Yes,3,4,NA,0.46,338
fffe33003100370037003700,Female,Service,No,2,4,5.5,0.47,151
fffe32003100390038003000,Male,Product,Yes,1,2,3.1,0.21,244
fffe31003600330035003000,Female,Service,No,3,5,5.6,0.49,87
fffe31003600360037003600,Female,Product,No,4,8,8.9,0.76,183
fffe31003400310030003300,Female,Service,Yes,2,3,5.1,0.47,128
fffe33003200310030003900,Female,Product,Yes,2,4,5.3,0.49,273
fffe3300310039003400,Female,Service,No,3,6,8.6,0.72,38
fffe33003200380036003400,Female,Service,Yes,1,1,3.4,0.23,310
fffe32003100390038003500,Male,Service,No,3,8,8.5,0.8,30
fffe3300320039003600,Female,Service,Yes,2,4,5.9,0.41,203
fffe33003300390035003900,Female,Service,Yes,2,3,5.7,0.36,74
fffe32003100310030003900,Female,Service,No,3,6,5.4,0.43,316
fffe32003300390031003600,Male,Service,Yes,3,5,6.3,0.46,103
fffe3300360032003500,Male,Service,No,3,4,3.9,0.29,180
fffe3200360031003500,Male,Service,No,3,5,7.5,0.54,170
fffe33003100340036003900,Male,Service,No,2,4,6.5,0.53,358
fffe380032003300,Female,Service,No,1,3,5.9,0.46,62
fffe3100350036003000,Male,Product,No,4,7,7.9,0.6,79
fffe380034003800,Female,Product,Yes,0,1,3.2,0.11,35
fffe3600350033003600,Female,Service,No,3,6,6.7,0.52,327
fffe31003000370037003200,Female,Service,Yes,1,3,4.8,0.38,235
fffe31003900380039003700,Female,Service,Yes,1,3,5.5,0.39,143
fffe3100340036003800,Male,Service,Yes,1,3,NA,0.33,116
fffe31003500380038003000,Female,Product,No,2,5,8.5,0.67,208
fffe3600330037003500,Female,Service,Yes,3,NA,4.7,0.36,103
fffe32003600350038003100,Male,Service,No,1,2,1.8,0.12,54
fffe31003700390036003200,Female,Service,No,3,4,6.6,0.45,335
fffe31003800390037003100,Male,Product,Yes,0,1,0,0,298
fffe32003500380030003300,Male,Product,Yes,2,2,4.8,0.25,251
fffe32003600330038003400,Female,Service,Yes,1,3,3.6,0.2,289
fffe32003300300037003900,Female,Service,No,4,9,9.7,0.86,192
fffe31003500350039003800,Female,Product,No,2,5,6.2,0.53,190
fffe32003900390032003000,Female,Product,No,2,5,8,0.59,342
fffe3900330034003600,Female,Product,Yes,4,8,NA,0.59,85
fffe33003000330037003100,Male,Service,Yes,2,5,7.1,0.49,256
fffe32003700380035003400,Female,Product,No,4,7,8.1,0.77,36
fffe32003500390034003500,Female,Product,No,2,5,6.5,0.51,143
fffe3500360039003000,Female,Service,Yes,3,5,5.2,0.34,112
fffe32003400300030003500,Female,Product,Yes,0,1,0.8,0.07,269
fffe31003200330032003000,Male,Product,Yes,2,3,4.2,0.28,199
fffe32003600350037003000,Female,Product,Yes,2,5,6,0.48,168
fffe31003000330034003600,Female,Product,No,1,3,4.3,0.23,76
fffe31003300300032003700,Male,Service,Yes,1,2,5.1,0.34,309
fffe32003200310035003800,Male,Service,Yes,1,3,3.8,0.18,256
fffe32003800390036003700,Male,Product,Yes,2,3,5.7,0.39,265
fffe31003400320030003100,Male,Service,Yes,2,6,8.7,0.71,35
fffe31003600390033003900,Female,Service,No,3,6,7.8,0.59,323
fffe32003600370033003300,Female,Service,No,1,2,1.1,0.06,125
fffe31003900300032003300,Male,Service,Yes,2,3,4.8,0.25,345
fffe31003600350033003600,Female,Service,Yes,1,NA,5.4,0.43,151
fffe31003000380033003000,Female,Service,Yes,1,NA,3.2,0.17,326
fffe32003200370030003500,Male,Service,No,2,5,7.1,0.67,3
fffe390034003200,Male,Service,Yes,3,7,NA,0.66,331
fffe3800330031003500,Male,Service,No,3,5,6.8,0.56,143
fffe32003800330036003800,Female,Service,No,3,5,4.9,0.38,316
fffe32003600310030003400,Male,Service,Yes,0,1,2.5,0.14,63
fffe31003000310034003700,Male,Product,No,2,5,4,0.31,76
fffe32003000350032003900,Male,Service,No,3,7,7.1,0.63,204
fffe360031003900,Male,Service,Yes,1,1,4.8,0.26,114
fffe3100390034003600,Female,Service,Yes,3,6,4.9,0.41,358
fffe32003800380032003400,Female,Service,Yes,1,2,4.3,0.28,34
fffe31003000370032003200,Male,Product,Yes,2,4,4.9,0.29,134
fffe32003300310033003200,Male,Service,No,0,1,0.9,0.06,28
fffe32003300300038003700,Female,Product,No,3,7,8.6,0.68,346
fffe3100350037003300,Male,Product,Yes,2,3,5,0.29,278
fffe32003600350033003600,Female,Product,No,0,1,4,0.19,121
fffe32003300340031003600,Male,Service,No,2,4,4.9,0.3,5
fffe32003900340039003200,Male,Service,No,3,5,5.7,0.5,127
fffe32003000320034003700,Female,Service,Yes,4,7,5.7,0.51,13
fffe33003200390033003700,Female,Service,Yes,0,1,2.5,0.09,317
fffe3900310030003100,Male,Product,No,3,6,NA,0.53,37
fffe31003500380036003100,Male,Product,Yes,2,6,6.7,0.61,98
fffe31003500320034003000,Female,Service,Yes,2,4,NA,0.47,152
fffe3700390038003500,Male,Service,No,1,NA,5.2,0.46,256
fffe31003200310030003100,Female,Service,Yes,2,2,3.7,0.29,109
fffe31003700300030003200,Female,Service,Yes,2,NA,1.8,0.03,99
fffe32003900380039003800,Male,Service,Yes,1,4,5.6,0.34,335
fffe32003500320039003800,Male,Service,No,2,6,6.6,0.57,307
fffe32003100330030003300,Male,Service,No,3,NA,6.4,0.56,116
fffe31003800370036003800,Female,Service,No,2,4,5.3,0.47,122
fffe32003800380037003100,Female,Service,No,1,3,5.3,0.38,159
fffe32003900350038003200,Male,Product,Yes,2,5,6.1,0.55,249
fffe32003600390033003800,Female,Service,No,3,6,5.9,0.37,173
fffe3100350037003600,Female,Service,Yes,4,7,7.3,0.63,35
fffe3500320033003200,Female,Service,Yes,2,4,5.1,0.32,15
fffe3100370031003400,Male,Product,Yes,2,4,4.9,0.41,26
fffe31003000370033003600,Male,Product,Yes,2,5,NA,0.37,39
fffe31003800350035003100,Male,Product,No,4,7,7.2,0.61,91
fffe32003700320030003200,Male,Service,Yes,1,3,6.1,0.47,170
fffe3800360037003900,Male,Service,No,1,2,NA,0.26,232
fffe32003200310036003400,Female,Service,Yes,3,8,10,0.91,51
fffe32003100340030003900,Male,Service,No,4,9,NA,1,175
fffe33003200370031003500,Female,Service,Yes,2,3,4.2,0.34,271
fffe33003200380038003600,Male,Service,Yes,2,4,5.7,0.47,234
fffe32003400300030003000,Male,Product,Yes,2,4,6.4,0.44,224
fffe3100360031003200,Female,Service,Yes,0,1,3.3,0.19,263
fffe33003100330033003200,Female,Product,No,3,6,7.2,0.68,232
fffe3500320034003300,Female,Product,Yes,1,3,5.5,0.32,330
fffe31003300360031003200,Female,Service,Yes,2,5,5,0.45,347
fffe31003600310038003600,Female,Service,No,2,2,4.4,0.27,237
fffe32003400350033003900,Female,Service,Yes,0,1,5.2,0.28,364
fffe3300370036003700,Female,Service,Yes,2,3,4,0.34,352
fffe3400310033003200,Female,Service,Yes,2,5,6.1,0.6,310
fffe31003800390034003100,Female,Service,Yes,1,3,NA,0.28,220
fffe31003600300033003700,Female,Service,No,3,5,5.4,0.47,68
fffe32003100390035003100,Female,Product,Yes,3,6,NA,0.39,59
fffe3800350035003300,Male,Product,Yes,2,5,6.8,0.58,56
fffe33003100350039003600,Female,Service,Yes,3,4,5.1,0.44,292
fffe3700360039003100,Female,Product,Yes,1,4,5.3,0.4,94
fffe3700300039003700,Male,Service,Yes,4,NA,NA,0.56,317
fffe310031003900,Male,Service,No,5,9,10,0.91,1
fffe3400330036003400,Female,Product,No,5,9,8.1,0.87,313
fffe33003100320039003700,Male,Service,Yes,3,6,5.6,0.51,353
fffe32003500330036003700,Female,Service,No,2,2,4.3,0.2,73
fffe31003400390033003900,Male,Product,No,1,3,5.6,0.5,213
fffe32003400380034003100,Male,Product,Yes,2,3,3,0.23,185
fffe3500310037003700,Female,Service,Yes,2,4,5.3,0.32,250
fffe3900380036003700,Female,Service,Yes,1,3,4.5,0.39,115
fffe3800310039003300,Male,Product,Yes,1,2,4.2,0.29,251
fffe3600370033003800,Male,Service,Yes,1,3,5.8,0.36,71
fffe33003100380030003300,Male,Service,No,4,8,8,0.7,250
fffe33003000320035003800,Female,Product,Yes,1,3,4.6,0.24,307
fffe32003200350032003700,Male,Service,No,4,7,7.6,0.57,121
fffe3300370036003000,Female,Service,Yes,3,5,4.7,0.4,200
fffe31003500320031003400,Male,Product,No,3,6,7.8,0.75,309
fffe32003000340030003400,Male,Service,No,5,10,8.1,0.86,214
fffe31003500330033003500,Female,Service,Yes,2,5,NA,0.58,355
fffe3800360030003100,Male,Service,No,3,NA,6.3,0.62,230
fffe31003200350035003400,Female,Product,No,1,2,4.4,0.2,108
fffe32003800360037003000,Female,Service,Yes,3,5,5.1,0.35,340
fffe3700380038003300,Male,Product,Yes,1,3,NA,0.42,347
fffe32003300330034003000,Male,Service,No,2,3,5.7,0.37,346
fffe31003700360036003700,Male,Product,No,2,6,8.3,0.66,198
fffe31003300340035003700,Female,Service,No,1,2,NA,0.28,310
fffe3900360039003800,Female,Service,Yes,2,4,6.6,0.45,124
fffe33003400330035003700,Female,Product,Yes,1,3,5.5,0.48,45
fffe31003900330034003600,Male,Product,No,2,NA,NA,0.77,8
fffe32003400320036003300,Female,Service,No,4,9,10,1,116
fffe390036003700,Female,Product,Yes,2,NA,4.7,0.4,18
fffe3300350038003300,Female,Product,Yes,2,4,5,0.44,166
fffe33003400390031003200,Male,Service,No,1,3,5.8,0.39,181
fffe3300330037003800,Male,Product,No,2,5,5.8,0.47,268
fffe3600350032003900,Female,Service,No,1,3,3.3,0.18,139
fffe3900370031003000,Male,Product,No,2,6,7.1,0.61,199
fffe31003000340032003200,Female,Product,No,2,3,6.3,0.5,56
fffe31003400390039003500,Female,Service,No,3,4,5.2,0.28,339
fffe32003800340037003600,Male,Service,Yes,4,7,6.4,0.58,136
fffe3600350031003300,Female,Product,No,0,1,NA,0.1,195
fffe31003100320031003600,Female,Product,Yes,4,8,NA,0.84,134
fffe32003700340035003000,Male,Product,No,2,5,7.2,0.62,118
fffe3900330034003700,Female,Product,No,1,3,2.7,0.22,66
fffe32003100350036003800,Male,Product,Yes,2,4,NA,0.31,74
fffe31003600370035003300,Male,Service,No,2,4,5.4,0.33,189
fffe3800380035003300,Female,Service,No,2,6,7.5,0.72,127
fffe33003300370032003000,Female,Product,Yes,0,1,1.3,0.08,151
fffe31003400340039003400,Male,Service,No,1,3,NA,0.3,137
fffe33003000370031003900,Female,Product,No,3,7,7.4,0.52,57
fffe32003100350039003400,Male,Service,No,4,9,9.7,0.84,223
fffe31003500330032003200,Male,Product,No,3,7,7.1,0.68,120
fffe32003900350035003300,Female,Service,Yes,3,5,5.9,0.45,353
fffe32003300310037003200,Male,Service,No,3,7,9.6,0.82,114
fffe31003300310037003200,Male,Service,Yes,2,4,7,0.47,322
fffe31003400350038003400,Male,Product,Yes,2,5,6.1,0.47,358
fffe3500390037003700,Male,Service,Yes,1,1,2.7,0.08,317
fffe31003800390037003400,Male,Service,Yes,2,4,5.5,0.38,80
fffe33003200340038003900,Female,Service,No,2,4,3.7,0.31,190
fffe31003800340031003300,Female,Product,Yes,0,2,3.8,0.32,239
